epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789572220 pinup 17630 8 93 31 1 0 3725 0 0 0 0 0 99163 23 0 0 0 1591
1789572221 pinup 16051 9 92 31 2 0 3330 0 0 0 0 0 99163 23 0 0 0 1591
1789572223 pinup 14455 9 63 31 1 0 2934 0 0 0 1 0 99163 23 0 0 0 1591
1789572224 pinup 12871 10 62 32 2 1 2536 0 0 0 0 0 99163 23 0 0 0 1591
1789572225 pinup 11281 9 37 31 1 1 2141 0 0 0 0 0 99163 23 0 0 0 1591
1789572226 pinup 9704 8 35 31 1 0 1746 0 0 0 0 0 99163 23 0 0 0 1591
1789572227 pinup 8117 9 32 31 1 1 1350 0 0 0 0 0 99163 23 0 0 0 1591
1789572228 pinup 6525 9 4 31 1 1 954 0 0 0 2 0 99163 23 0 0 0 1591
1789572229 pinup 4937 8 4 32 1 0 557 0 0 0 2 0 99163 23 0 0 0 1591
1789572231 pinup 3350 9 2 32 2 1 160 0 0 0 0 0 99163 23 0 0 0 1591
1789572232 pinup 4283 4128 1950 25 1 0 27 0 0 0 0 0 99163 23 0 0 0 1591
1789572233 pinup 7818 11211 8998 23 1 0 27 0 0 0 0 0 99163 23 0 0 0 1591
1789572234 pinup 11175 17924 15699 20 1 0 27 0 0 0 0 0 99163 23 0 0 0 1591
1789572235 pinup 14700 24979 22709 21 1 0 27 0 0 0 0 0 99163 23 0 0 0 1591
1789572236 pinup 17253 29904 27474 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 1591
1789572237 C_warm 17180 29904 27470 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 1678
1789572238 C_warm 16956 29904 27470 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 1904
1789572240 C_warm 16728 29907 27471 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 2127
1789572241 C_warm 16499 29907 27471 423 1 0 0 0 0 0 1 0 99163 23 0 0 0 2351
1789572242 C_warm 16274 29907 27471 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 2577
1789572243 C_warm 16056 29907 27471 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 2796
1789572244 C_warm 15823 29907 27473 423 1 0 0 0 0 0 3 0 99163 23 0 0 0 3023
1789572245 C_warm 15598 29908 27473 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 3252
1789572246 C_warm 15374 29909 27473 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 3479
1789572247 C_warm 15131 29909 27469 423 1 0 0 0 0 0 0 0 99163 23 0 0 0 3715
1789572249 C_warm 15296 30276 27801 430 0 0 0 41777 41774 41774 43 0 99165 23 0 0 0 3841
1789572250 C_warm 15291 30274 27805 430 0 0 0 74305 74305 74305 0 0 99167 23 0 0 0 3840
1789572251 C_warm 15288 30275 27805 430 0 0 0 60238 60238 60238 0 0 99169 23 0 0 0 3837
1789572252 C_warm 15300 30279 27806 431 0 0 0 67428 67427 67427 0 0 99171 23 0 0 0 3837
1789572253 C_warm 15301 30280 27806 431 0 0 0 70462 70462 70462 0 0 99173 23 0 0 0 3835
1789572254 C_warm 15302 30280 27806 431 0 0 0 64053 64053 65334 0 0 99175 23 0 0 0 3838
